#Please see the below information and the technical report Lalti et al.2022 doi:https://doi.org/10.48550/arXiv.2203.04680 (submitted to JGR: space physics) for details about the content of the database.
#If you have further questions suggestions or comments please feel free to contact Ahmad Lalti: ahmadl@irfu.se or Andrew Dimmock: andrew.dimmock@irfu.se .
#
#Global Attributes:
#Project: SHARP (SHocks=structure AcceleRation dissiPation)
#Funding: Funded by the European Union’s Horizon 2020 research and innovation programme
#Generated_by: Swedish Institute of Space Physics (IRF) Uppsala Sweden
#Version: V1.0
#Generated_on: 08-Mar-2022
#PI_name: Yuri Khotyaintsev (yuri@irfu.se)
#Bow_shock_mission: Magnetospheric Multiscale (MMS)
#Bow_shock_mission_source: https://lasp.colorado.edu/mms/sdc/public/
#Solar_wind_mission: OMNI (ACE and Wind)
#Solar_wind_mission_source: https://omniweb.gsfc.nasa.gov
#Bow_shock_ID_method: Automated classification of plasma regions using 3D particle energy distributions: https://doi.org/10.1029/2021JA029620
#Rules_of_use: Acknoweldge database by citing paper Lalti et al. 2022 doi:https://doi.org/10.48550/arXiv.2203.04680 (submitted to JGR: space physics)
#Event_type: Terrestrial bow shocks measured by MMS
#Project_website: https://sharp.fmi.fi
#Bow_shock_model_normal: The thickness of the magnetosheath: Constraints on the polytropic index by Farris et al. 1991: https://doi.org/10.1029/91GL02090
#Software_routines: Database generated using open source IRFU MATLAB package: https://github.com/irfu/irfu-matlab
#Units: B [nT] N [cm^-3] V[km/s] T[eV] R [km] Pressure [nPa]
#Co_ordinates: All vectors in the Geocentric Solar Ecliptic System (GSE)
#Time_format: epoch: seconds since the epoch 1 Jan 1970 default used by the ISDAT system.
#
#Field descriptions:
#direction: Flag indicating if the shock is inbound (1) or outbound (-1)
#time: Date and time interval of the shock crossing in epoch time
#burst_start - burst_end: Burst mode interval [start stop] in epoch time. When burst is unavailable [0 0]
#Bx_us - By_us - Bz_us: Upstream GSE magnetic field vector in nT [x y z]
#B_us_abs: Upstream GSE magnetic field magnitude in nT |B|
#sB_us_abs: standard deviation on the magnitude of the upstream magnetic field
#Delta_theta_B: The maximum rotation of the upstream mangetic field vector in the OMNI interval used
#Ni_us: Upstream ion number density in cubic cm
#Ti_us: Upstream ion temperature in eV
#Vx_us - Vy_us - Vz_us: Upstream GSE solar wind velocity vector [x y z] in km/s
#beta_i_us: Upstream ion plasma beta
#Pdyn_us: Upstream dynamic pressure
#thBn: Shock geometry: Angle between the shock normal and upstream magnetic field in degrees
#sthBn: Standard deviation of thBn based on variation in upstream B in the OMNI interval used
#normal_x - normal_y - normal_z: Shock surface normal (in GSE) according to the model by Farris et al. 1991
#MA: Shock Alfvenic Mach number (assuming shock speed = 0) MA=us_V.normal/us_VA where us_VA is the upstream alfven speed
#sMA: Standard deviation of MA based on variation in upstream B in the OMNI interval used
#Mf: Shock fast mode Mach number (assuming shock speed = 0) Mf=us_V.normal/us_Vf, where us_Vf is the upstream fast mode speed. The electron temperature was taken constant for all shocks at Te = 140000 (k).
#sMf: Standard deviation of Mf based on variation in upstream B in the OMNI interval used
#B_jump: Magnetic field compression ratio
#Ni_jump: Ion density compression ratio
#Te_jump: Electron temperature ratio
#pos_x - pos_y - pos_z: The location of the spacecraft (in GSE and in km) when it observed the shock (MMS1)
#sc_sep_min - sc_sep_max - sc_sep_mean: MMS Spacecraft separation [min max mean] in km
#TQF: Tetrahedron quality factor
#
#Fill value = -1e30
#
#time,direction,burst_start,burst_end,Bx_us,By_us,Bz_us,B_us_abs,sB_us_abs,Delta_theta_B,Ni_us,Ti_us,Vx_us,Vy_us,Vz_us,beta_i_us,Pdyn_us,thBn,sthBn,normal_x,normal_y,normal_z,MA,sMA,Mf,sMf,B_jump,Ni_jump,Te_jump,pos_x,pos_y,pos_z,sc_sep_min,sc_sep_max,sc_sep_mean,TQF
1445412707.643,-1,1445412664.24879,1445412893.24394,5.564,4.264,2.907,7.59813031237344,0.276858881405728,3.93187106979277,18.8077777777778,5.12059177103191,-351.644444444444,-8.34444444444444,4.47777777777778,0.671729493190021,4.65555555555556,33.2683714864755,2.08648291292828,0.971759893202267,0.234954935149089,-0.0218835192006505,8.99574206154543,0.324404089920345,6.01504611230487,0.0577085005594032,3.35266012961993,4.33804750442505,1.92858719825745,62909.68,32917.12,-2713.14,14.6,17.4,15.7,0.978
1445412838.83891,1,1445412664.24879,1445412893.24394,5.541,4.101,2.668,7.40720628319157,0.28318638983179,6.88586043500954,18.73,5.18741440307248,-350.7,-7.4,4.4,0.713066601660264,4.61,31.6567771290061,3.36815419664886,0.971528570987582,0.235899154665428,-0.0219960128878736,9.17596528682998,0.35502491576962,6.04934807331017,0.0543517173731338,3.12770706078521,3.92917442321777,2.0518159866333,62936.57,33071.1,-2730.05,14.6,17.3,15.7,0.97785
1445413572.90637,-1,1445413504.25968,1445413633.25354,5.802,2.68,2.628,6.92420587146734,0.165352084720993,5.33392420924684,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,25.8926472966205,3.37355082612008,0.970080969376263,0.241718913302559,-0.0226909630875268,-1e+30,-1e+30,-1e+30,-1e+30,2.84015589160404,4.61716079711914,1.85406374931335,63082.23,34021.52,-2834.77,14.1,17,15.5,0.9764
1445414287.15396,1,1445414254.26941,1445414443.26405,4.50428571428571,3.21142857142857,3.77714285714286,7.06986794899309,0.12360574865382,26.1440959332816,20.39,5.30129724953909,-356.614285714286,-9.35714285714286,10.1142857142857,0.870817266218476,5.19571428571429,40.8224210869943,19.7651983756146,0.968676967708569,0.24722412048159,-0.0233488004624751,10.1899554048209,0.176682825049282,6.05439074619648,0.0240360351660145,3.37422429437211,5.17734909057617,1.91083431243896,63186.26,34914.45,-2933.67,13.7,16.7,15.4,0.9742
1445414398.57865,-1,1445414254.26941,1445414663.26691,4.26714285714286,3.34,4.10571428571429,7.1060964738614,0.118497770177538,29.5981639924044,20.3514285714286,5.05204704016959,-356.714285714286,-8.87142857142857,10.9571428571429,0.819880091261803,5.18857142857143,44.3139713986884,17.9177851151002,0.968498861052298,0.247913189804789,-0.0234308869063104,10.1266632947733,0.168852315646481,6.04567466431439,0.0250513051001604,3.33629036388103,5.20052719116211,1.92164039611816,63196.83,35024.72,-2945.93,13.6,16.7,15.3,0.9738
1445414411.46986,1,1445414254.26941,1445414663.26691,4.02142857142857,3.52,4.42571428571429,7.15804970423722,0.116598328809035,33.0893960984753,20.2728571428571,4.73965639894074,-356.857142857143,-8.51428571428572,11,0.755131614482737,5.17285714285714,47.7658505840506,14.9513805546602,0.968444718000781,0.248122169264328,-0.0234567111068862,10.0347066530913,0.16375140965138,6.05145286076846,0.0268650614483713,3.33885722775595,5.20515727996826,1.94219577312469,63200.24,35061.41,-2950,13.6,16.7,15.3,0.9738
1445414625.80904,-1,1445414584.2737,1445414663.26691,4.03333333333333,3.56,4.61777777777778,7.1662855180228,0.107567924814033,15.9900086435368,20.1477777777778,4.5469358957709,-356.655555555556,-8.9,9.96666666666667,0.718303566281564,5.13444444444444,48.6470174447358,8.40675183538869,0.968027814269267,0.24972572152434,-0.0236477231507194,9.98484680270649,0.150688386090963,6.07386604437266,0.0257660956250179,3.64932809770453,5.4444055557251,2.0425968170166,63222.41,35317.31,-2978.47,13.5,16.6,15.3,0.97305
1445416019.66604,1,1445415984.29192,1445416103.28565,4.425,3.227,4.348,7.05450732231242,0.156583096293655,11.5744651752478,19.7871428571429,4.77618158149614,-352.828571428571,-4.94285714285714,16.1714285714286,0.76468187301691,4.93714285714286,44.3295745780519,2.35323167875949,0.965300203069906,0.259955335334698,-0.0248745167636194,9.89466063867022,0.225505017014343,6.00557705213893,0.0343068353240646,2.34843842581031,2.32567548751831,1.90217506885529,63296.78,36958.25,-3162.1,12.7,16,15,0.96685
1445416060.16633,-1,1445415984.29192,1445416103.28565,4.316,3.438,4.252,7.03815832142393,0.150655761298261,13.665268985553,19.67,4.79123729375272,-352.9,-4.65,16.05,0.766097826523389,4.91,44.6597895848447,2.28817243802632,0.965179544741991,0.260397900577592,-0.0249274905761924,9.88680366995173,0.216522243976075,5.99410588457331,0.0331950991746707,2.77897184579915,2.66379737854004,1.95316100120544,63297.25,37027.98,-3169.95,12.7,16,15,0.9667
1445416262.66774,1,1445415984.29192,1445416363.28904,3.99,3.915,4.132,6.99093158837423,0.118159622128223,15.7572985362487,20.274,4.99345163608222,-355.28,-3.12,11.9,0.834104451964774,5.126,46.6573123243055,1.94854178485787,0.964758202915825,0.261937006913941,-0.0251120352738214,10.154056261348,0.176554345900234,5.97230192873987,0.0250438128837327,2.00945181291911,2.65576457977295,2.06460785865784,63297.07,37271.01,-3197.32,12.6,15.9,15,0.96565
1445416779.2757,-1,1445416694.30117,1445416813.29491,3.726,3.798,4.982,7.31777593106577,0.149649303798074,8.76275942136201,19.8933333333333,4.72791425649806,-356.216666666667,-2.63333333333333,17.5833333333333,0.707243867663269,5.06166666666667,52.1499508068187,3.08878208407282,0.963732810625312,0.265642444674958,-0.025557020783903,9.62499226972587,0.201557496634186,5.87037033015093,0.0358850618092988,2.28918951682552,3.26743245124817,2.01755809783936,63285.11,37854.34,-3263.21,12.4,15.8,14.9,0.963
1445417372.24556,1,1445417274.30875,1445417503.30393,1.78888888888889,1.65333333333333,5.80888888888889,6.53302159097084,0.669874990873302,32.8481624945415,21.74375,4.38184933380136,-360.425,-5.45,15.2375,0.898905325534261,5.67125,71.3272456102701,14.0068222319792,0.962522400855632,0.269945775477542,-0.0260750101234657,11.4134140756199,1.18069087127926,6.09176998049313,0.167746565682584,3.72966481590103,4.86204862594604,2.11412596702576,63250.32,38528.13,-3339.65,12.1,15.8,14.8,0.9598
1445417432.67594,-1,1445417274.30875,1445417503.30393,1.728,1.369,5.702,6.38247285055929,0.790899847482825,32.0263538594949,22.3075,4.23834919165348,-361.4875,-6.0625,14.6375,0.934587434987587,5.85125,72.0485272797825,13.5515668903517,0.962397816199133,0.270384546644678,-0.026127386223889,11.8714735673223,1.55278842273095,6.20436560197911,0.197251193047473,3.57813472125097,4.69378757476807,2.08887434005737,63245.62,38594.76,-3347.23,12.1,15.8,14.8,0.9595
1445418251.6817,1,1445417994.31816,1445418293.31426,0.24,0.695,6.377,6.62045524519614,0.588418167967678,21.369775743471,23.406,4.01821941347199,-367.42,-8.94,12.5,0.86404307498564,6.345,87.7549964205074,14.1370662250575,0.960748575281436,0.276121199235419,-0.0268189937821122,11.9203212278847,1.06956935343453,6.28950549324759,0.155037358441877,3.25509860789504,5.32782363891602,2.1841676235199,63160.67,39481.02,-3448.39,11.8,15.8,14.6,0.9548
1445418694.95008,-1,1445418654.32679,1445418713.31975,-1.30333333333333,1.02888888888889,6.49555555555556,6.80996729232627,0.547312673092098,18.1639066011972,26.866,3.67966162426883,-371.22,-7.79,11.31,0.858363210529623,7.406,80.2075411896554,8.05095902860794,0.959820059216647,0.279294721281381,-0.0272013343368979,12.5198151536889,0.995112248764225,6.53221630438939,0.140731626971807,3.26633200795977,5.34255886077881,2.22074913978577,63096.33,39962.65,-3503.65,11.6,15.8,14.6,0.95235
1445422300.87087,1,1445422244.37393,1445422343.36742,1.193,-2.692,-4.998,6.49637037275865,1.9689371018518,57.9956880657728,34.27625,4.08319410626856,-377.675,-6.8125,-0.2625,1.33537126648056,9.785,85.3682794791576,5.68465757202298,0.952185145205324,0.304026011745404,-0.0301932679996693,14.9435549097821,4.52573567416491,6.70269912670954,0.408015958681428,3.79728797490992,5.64629888534546,2.81078910827637,62154.55,43535.73,-3920.93,10.9,15.8,14.1,0.9338
1445422650.07702,-1,1445422614.3788,1445422733.37256,0.78,-2.424,-5.99,7.75104128592078,1.83563461141178,81.9534330423639,31.28625,4.59661482202717,-384.525,0.6,-4.7125,0.963877356206536,9.24875,88.3988227931369,3.30172262648474,0.951397386365492,0.306453106851851,-0.0304878093302515,12.0925544593577,3.91132368918458,6.27802221952779,0.383078832878089,5.96707724600221,5.1247386932373,3.15658593177795,62019.67,43865.26,-3960.17,10.8,15.8,14,0.93235
1445423935.50898,1,1445423864.39528,1445424023.38957,-1.53428571428571,0.575714285714286,-3.42571428571429,6.6020743732938,1.59352846363457,141.394327214184,38.27,4.05249054785554,-389.34,10.6,-4.22,1.43274829932824,11.59,72.115987562737,1.84676002099627,0.948602330778483,0.314897580546753,-0.0315139938349632,15.7168357237839,4.3074336732103,6.88952073356437,0.293375377867946,4.37418120706505,7.41070508956909,3.88291883468628,61490.89,44978.12,-4093.81,10.8,15.8,13.9,0.9284
1445423993.72227,-1,1445423864.39528,1445424023.38957,-1.76428571428571,1.25857142857143,-5.12428571428571,7.03209360412729,1.61605057674278,147.344029763957,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,78.4413162247348,2.76742790223,0.94846840320195,0.315295884223916,-0.0315625334693174,-1e+30,-1e+30,-1e+30,-1e+30,4.34088362993637,7.52706289291382,3.89579916000366,61463.53,45029.53,-4100.03,10.8,15.8,13.9,0.928350000000001
1445424763.22773,1,1445424724.40663,1445424823.40013,1.152,-2.341,-0.9,9.2612088045142,2.10077273592064,112.162354503272,24.988,7.22859830295091,-405.78,28,3.68,0.848009056491184,8.069,82.3088641826449,4.02587858711933,0.946712521345131,0.320466874008462,-0.0321929276641484,9.28716676524187,2.13154653107813,5.39103616294339,0.403895186501011,3.55374779161739,4.06439256668091,3.73666787147522,61089.9,45684.64,-4179.68,10.8,15.7,13.8,0.927
1445756098.15987,-1,1445755994.78284,1445756293.77892,3.01,-1.059,-4.386,5.52005310541497,1.50624762365827,22.3140155600595,12.6085714285714,16.3418492459517,-442.028571428571,31.6714285714286,13.4142857142857,2.72289456359402,4.96142857142857,58.36795192556,10.74929542455,0.980498467618199,0.195198631789627,-0.0228089707313027,12.6084651246585,7.76221987924869,5.2129017980711,0.159076116746306,2.41288522300916,1.87269341945648,1.92357385158539,64694.96,28030.61,-2835.27,14.8,18.7,16.2,0.961
1445756188.16049,1,1445755994.78284,1445756293.77892,3.21777777777778,-1.11444444444444,-4.18555555555556,5.47381670506187,1.59742668511226,19.9279365535567,12.3871428571429,15.6269552785241,-441.828571428571,26.1571428571429,11.4714285714286,2.60144871051847,4.86142857142857,55.8113336789842,9.36671635035716,0.9803518872135,0.195923846899487,-0.0228915585540888,12.6250259549389,8.11486195268827,5.32022545292455,0.174853739818032,3.15655489206147,2.07281684875488,2.03339505195618,64726.58,28146.32,-2848.06,14.8,18.6,16.2,0.961
1445756228.66077,-1,1445755994.78284,1445756293.77892,3.37555555555556,-0.872222222222222,-4.14111111111111,5.52846969196728,1.64181324246214,17.2626353547779,12.4433333333333,15.6590733106397,-441.466666666667,24.5666666666667,10.9,2.56710232526031,4.87333333333333,53.3331850293313,10.2391544114126,0.980254220506074,0.196405509390637,-0.0229464389619267,12.5253021513605,8.18078307868886,5.32759372764462,0.174035409433474,3.34513840613998,2.05425190925598,2.11960697174072,64747.33,28223.32,-2856.58,14.8,18.6,16.2,0.961
1445756246.51498,1,1445755994.78284,1445756293.77892,3.37555555555556,-0.872222222222222,-4.14111111111111,5.52846969196728,1.64181324246214,17.2626353547779,12.4433333333333,15.6590733106397,-441.466666666667,24.5666666666667,10.9,2.56710232526031,4.87333333333333,53.3331850293313,10.2391544114126,0.980254220506074,0.196405509390637,-0.0229464389619267,12.5253021513605,8.18078307868886,5.32759372764462,0.174035409433474,3.35385752426817,2.1228973865509,2.14763045310974,64747.33,28223.32,-2856.58,14.8,18.6,16.2,0.961
1445758757.67824,-1,1445758684.81794,1445758843.81221,4.00285714285714,-3.53,-3.83142857142857,6.59741179568878,0.149445188807247,8.65712638150223,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,60.4400968534871,4.22001227444512,0.976073122142712,0.215979618099048,-0.0251806432874196,-1e+30,-1e+30,-1e+30,-1e+30,3.11450543312696,3.37599968910217,2.59075307846069,65388.48,31352.36,-3203.63,13.6,17.5,15.6,0.956
1445759696.33346,1,1445759514.82881,1445759823.82504,3.7,-3.06,-3.86125,6.24933537287698,0.368114729489255,15.7649732243867,13.362,16.9987928782389,-439.3,26.58,12.38,2.34192045361804,5.188,60.610069815198,4.43675335717708,0.974486539008973,0.222937721017442,-0.0259761012829417,11.3297398040858,0.694101564779836,4.99713629993234,0.0469405142513768,2.46867509070659,2.04617428779602,2.15557456016541,65515,32454.85,-3326.39,13.1,17.1,15.4,0.9525
1445759780.98554,-1,1445759514.82881,1445760073.82832,3.66375,-2.5875,-3.85,5.99733053641413,0.492879512363976,19.5290647400926,13.242,17.3093098650071,-438.48,27.8,9.04,2.56606480098143,5.122,58.4666521763991,6.47010335610217,0.97433355440525,0.223596592001773,-0.0260516564775537,11.7181134439121,0.966417607421545,4.99308722982591,0.0595737895505551,2.94760338976827,2.94660449028015,2.08076667785645,65524.19,32560.02,-3338.12,13,17.1,15.4,0.9522
1445760332.95218,-1,1445760284.8389,1445760373.83226,0.956,-3.984,-1.15,5.08547022742218,0.493279913777342,55.7540037604279,13.2711111111111,17.2866003194169,-438.266666666667,18.0777777777778,8.84444444444444,3.571946106123,5.11555555555555,89.2798774406815,29.259787618653,0.973346783006534,0.227798334443161,-0.0265322225935519,13.8822761645597,1.44127820960635,5.03423759219616,0.0631379180997037,3.69735237579102,3.3262927532196,2.15322351455688,65570.01,33219.93,-3411.74,12.7,16.9,15.3,0.9499
1445762062.92855,-1,1445761894.86006,1445762353.85829,-0.764,-4.903,-2.653,5.88702587701538,0.219965460297087,27.3176207457979,12.086,11.5536378672216,-447.52,17.9,11.98,1.62240660241464,4.852,70.8633372369434,9.197281160866,0.970335561345482,0.240141490398098,-0.0279457148365963,11.6493359488747,0.436836958994722,5.68655921346857,0.0472929252616665,3.09907038447412,3.14737892150879,2.11530828475952,65581.56,35134.53,-3625.92,11.9,16.2,15,0.94195
1445762317.20325,1,1445762274.86506,1445762353.85829,-1.742,-4.76,-2.376,6.09795994535392,0.482176206679651,34.9431307465159,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,-1e+30,60.285221991444,18.2464575747802,0.969848588086608,0.242075068737049,-0.0281669537288857,-1e+30,-1e+30,-1e+30,-1e+30,2.98448050964589,3.42942070960999,2.39363288879395,65566.43,35427.83,-3658.8,11.8,16.1,14.9,0.94065
1445763029.29167,-1,1445762914.87349,1445763063.86764,-3.95625,-5.0175,-0.79875,6.76959693782168,0.560644832247717,47.4296677844924,11.3433333333333,13.5841774455583,-464.383333333333,7.93333333333333,22,1.35393766797659,4.9,38.3754880350647,12.3705236204426,0.96860060346096,0.246956813073736,-0.0287263546508799,10.2293814166839,0.806475288438576,5.79834087074358,0.0918156514456017,1.94982133771391,3.44600653648376,1.91782200336456,65507.14,36166.1,-3741.69,11.5,16,14.8,0.93705
1445763764.00757,1,1445763734.8843,1445763813.87753,-3.656,-4.455,-0.709,5.87649001195724,0.975582526474907,12.4770383047901,12.3166666666667,15.8042370768479,-462.911111111111,13.1222222222222,19.6222222222222,2.26976540751909,5.29333333333333,36.9732005892691,5.60478965562217,0.967230631606715,0.252199894289046,-0.0293277786794384,12.1842863658188,2.2012069924639,5.62636794910393,0.0937607136394498,3.279587189631,3.46305346488953,2.68687677383423,65409.4,36950.07,-3829.86,11.2,15.8,14.7,0.9335
